Sector,Project ID,Parent company,Company Country (HQ),Project Status,Destination Country,Destination city,Year Announced,Year Completed,Technology,Industry activity,Capital Investment (US$m),Expansion,Joint Venture,Joint Venture Local,Joint Venture Company,Source (Parent company name and HQ),Source (Project Status),"Source (Project location, country and city)",Source (Amount),"Source (Ownership share, where available)",Source (Date Announced [MM/DD/YYYY]),Source (Date Completed [MM/DD/YYYY]),Source (Industry Activity),Source (Joint Venture),Operational
Wind,FDI79888,LM Wind Power (LM Glasfiber),Denmark,Completed,China,Jiangyin (Jiangsu),2008,2009,Wind,Manufacturing,650,0,0,0,,https://evwind.aeeolica.org/2010/03/04/lm-glasfiber-establishes-fourth-blade-manufacturing-facility-in-china/4464,https://evwind.aeeolica.org/2010/03/04/lm-glasfiber-establishes-fourth-blade-manufacturing-facility-in-china/4464,https://evwind.aeeolica.org/2010/03/04/lm-glasfiber-establishes-fourth-blade-manufacturing-facility-in-china/4464,Investment value not publicly disclosed,https://www.businesswire.com/news/home/20231026819379/en/Epsilon-Advanced-Materials-EAM-Announces-Investment-of-$650M-Manufacturing-Facility-in-North-Carolina-to-Strengthen-EV-Battery-Industry-in-the-United-States,https://evwind.aeeolica.org/2010/03/04/lm-glasfiber-establishes-fourth-blade-manufacturing-facility-in-china/4464 (year only),https://evwind.aeeolica.org/2010/03/04/lm-glasfiber-establishes-fourth-blade-manufacturing-facility-in-china/4464 (year only),https://evwind.aeeolica.org/2010/03/04/lm-glasfiber-establishes-fourth-blade-manufacturing-facility-in-china/4464,,Operational
Wind,FDI206985,CS Wind Corporation (Choong San Corporation),South Korea,Completed,Taiwan,Taichung,2018,2019,Wind,Manufacturing,600,0,1,1,"Chin Fong Machine Industrial Co., Ltd. (Taiwan)",https://www.offshorewind.biz/2019/06/12/cs-wind-orders-tower-production-lines-for-taiwan-facility/,https://www.offshorewind.biz/2019/06/12/cs-wind-orders-tower-production-lines-for-taiwan-facility/,https://www.cswind.com/eng_m/?page=company%7Clocation%7Ccswind_tw,Investment value not publicly disclosed,https://www.offshorewind.biz/2019/06/12/cs-wind-orders-tower-production-lines-for-taiwan-facility/,https://www.offshorewind.biz/2019/06/12/cs-wind-orders-tower-production-lines-for-taiwan-facility/ (year only),https://www.offshorewind.biz/2019/06/12/cs-wind-orders-tower-production-lines-for-taiwan-facility/ (year only),https://www.offshorewind.biz/2019/06/12/cs-wind-orders-tower-production-lines-for-taiwan-facility/,https://www.offshorewind.biz/2019/06/12/cs-wind-orders-tower-production-lines-for-taiwan-facility/,Operational
Wind,New_GW_VN1,Goldwind,China,Commenced,Vietnam,Bình Dương,2024,N/A,Wind,Manufacturing,564,0,0,0,,https://vietnamenergy.vn/goldwind-vietnam-solution-factory-is-officially-put-into-operation-29479.html,https://vietnamenergy.vn/goldwind-vietnam-solution-factory-is-officially-put-into-operation-29479.html,https://vietnamenergy.vn/goldwind-vietnam-solution-factory-is-officially-put-into-operation-29479.html,Investment value not publicly disclosed,https://news.panasonic.com/global/topics/2011/7775.html,https://vietnamenergy.vn/goldwind-vietnam-solution-factory-is-officially-put-into-operation-29479.html (year only),https://www.panasonic.com/my/corporate/news/articles/panasonic-reaches-full-scale-production-of-hit-1-solar-modules-in-malaysia.html (year only),https://vietnamenergy.vn/goldwind-vietnam-solution-factory-is-officially-put-into-operation-29479.html,,Under construction
Wind,FDI86877,Suzlon Energy,India,Completed,Germany,Rostock (Mecklenburg-Vorpommern),2010,2010,Wind,"Design, Development & Testing",523,0,0,0,,https://www.suzlon.com/press-release-detail/226/suzlon-inaugurates-new-technology-center-in-rostock-germany,https://www.suzlon.com/press-release-detail/226/suzlon-inaugurates-new-technology-center-in-rostock-germany,https://www.suzlon.com/press-release-detail/226/suzlon-inaugurates-new-technology-center-in-rostock-germany,Investment value not publicly disclosed,https://www.kedglobal.com/automobiles/newsView/ked202403190008,https://www.moneylife.in/article/suzlon-inaugurates-new-technology-centre-in-germany/8762.html (year only),https://www.suzlon.com/press-release-detail/226/suzlon-inaugurates-new-technology-center-in-rostock-germany (year only),https://www.suzlon.com/press-release-detail/226/suzlon-inaugurates-new-technology-center-in-rostock-germany,,Operational
Wind,FDI51638,Vestas Wind Systems,Denmark,Completed,United States,Houston (Texas),2008,2010,Wind,Research & Development,500,0,0,0,,https://w3.windfair.net/wind-energy/news/4708-vestas-establishes-research-centre-in-houston-texas,https://w3.windfair.net/wind-energy/news/4708-vestas-establishes-research-centre-in-houston-texas,https://w3.windfair.net/wind-energy/news/4708-vestas-establishes-research-centre-in-houston-texas,Investment value not publicly disclosed,https://apnews.com/article/india-vinfast-ev-auto-vietnam-be8f2fd5a2adf1b502089de4652585e5,https://w3.windfair.net/wind-energy/news/4708-vestas-establishes-research-centre-in-houston-texas (year only),https://w3.windfair.net/wind-energy/news/4708-vestas-establishes-research-centre-in-houston-texas (year only),https://w3.windfair.net/wind-energy/news/4708-vestas-establishes-research-centre-in-houston-texas,,Operational
Wind,FDI123036,Marmen,Canada,Completed,United States,Brandon (South Dakota),2013,2013,Wind,Manufacturing,450,0,0,0,,https://www.industryweek.com/expansion-management/article/21960366/canadian-wind-tower-manufacturer-launches-first-us-plant,https://www.industryweek.com/expansion-management/article/21960366/canadian-wind-tower-manufacturer-launches-first-us-plant,https://www.industryweek.com/expansion-management/article/21960366/canadian-wind-tower-manufacturer-launches-first-us-plant,https://www.industryweek.com/expansion-management/article/21960366/canadian-wind-tower-manufacturer-launches-first-us-plant,https://northafricapost.com/77322-chis-hailiang-shinzoom-to-join-moroccos-ev-battery-ecosystem.html,https://www.industryweek.com/expansion-management/article/21960366/canadian-wind-tower-manufacturer-launches-first-us-plant (year only),https://www.industryweek.com/expansion-management/article/21960366/canadian-wind-tower-manufacturer-launches-first-us-plant (year only),https://www.industryweek.com/expansion-management/article/21960366/canadian-wind-tower-manufacturer-launches-first-us-plant,,Operational
Wind,FDI188773,Nordex,Germany,Completed,Brazil,Lagoa do Barro do Piauí (Piauí),2017,2018,Wind,Manufacturing,416,0,0,0,,https://www.nordex-online.com/en/brazil/,https://renewablesnow.com/news/nordex-starts-production-at-tower-factory-in-brazils-piaui-608081/,https://renewablesnow.com/news/nordex-starts-production-at-tower-factory-in-brazils-piaui-608081/,https://www.power-technology.com/projects/lagoa-barro-wind-complex-piaui/,,fDi Markets (FT),https://renewablesnow.com/news/nordex-starts-production-at-tower-factory-in-brazils-piaui-608081/ (year only),https://renewablesnow.com/news/nordex-starts-production-at-tower-factory-in-brazils-piaui-608081/,,Operational
Wind,New_WD_BR1,Windey,China,Announced,Brazil,Rio Grande do Norte (state),2025,N/A,Wind,Manufacturing,400,0,0,0,,https://www.windpowermonthly.com/article/1917958/chinese-wind-turbine-giant-windey-plans-brazilian-factories,https://www.windpowermonthly.com/article/1917958/chinese-wind-turbine-giant-windey-plans-brazilian-factories,[UNVERIFIED] https://www.windpowermonthly.com/article/1917958/chinese-wind-turbine-giant-windey-plans-brazilian-factories,Investment value not publicly disclosed,https://cardinalnews.org/2024/07/11/volvo-awarded-208-million-to-upgrade-facilities-including-in-dublin/,https://www.windpowermonthly.com/article/1917958/chinese-wind-turbine-giant-windey-plans-brazilian-factories (year only),https://www.the-big-green-machine.com/siteid/616,https://www.windpowermonthly.com/article/1917958/chinese-wind-turbine-giant-windey-plans-brazilian-factories,,Announced only
Wind,FDI51637,Vestas Wind Systems,Denmark,Completed,Singapore,Singapore,2008,2008,Wind,Research & Development,390,0,0,0,,"https://news.cision.com/vestas-wind-systems-a-s/r/vestas-celebrates-opening-of-asia-r-d-centre-in-singapore-with-key-research-partnerships-underway,c2964729","https://news.cision.com/vestas-wind-systems-a-s/r/vestas-celebrates-opening-of-asia-r-d-centre-in-singapore-with-key-research-partnerships-underway,c2964729","https://news.cision.com/vestas-wind-systems-a-s/r/vestas-celebrates-opening-of-asia-r-d-centre-in-singapore-with-key-research-partnerships-underway,c2964729",https://www.windpowerengineering.com/sad-sign-of-the-times-vestas-closing-rd-facilities/,,"https://news.cision.com/vestas-wind-systems-a-s/r/vestas-celebrates-opening-of-asia-r-d-centre-in-singapore-with-key-research-partnerships-underway,c2964729 (year only)","https://news.cision.com/vestas-wind-systems-a-s/r/vestas-celebrates-opening-of-asia-r-d-centre-in-singapore-with-key-research-partnerships-underway,c2964729 (year only)","https://news.cision.com/vestas-wind-systems-a-s/r/vestas-celebrates-opening-of-asia-r-d-centre-in-singapore-with-key-research-partnerships-underway,c2964729",,Operational
Wind,New_CSWind_PT1,CS Wind Corporation (Choong San Corporation),South Korea,Completed,Portugal,Port of Aveiro (Aveiro),2023,2024,Wind,Manufacturing,315,0,0,0,,https://www.cswind.com/en/media_room/news/?v=1456&board=common&category=news,https://www.clbrief.com/south-koreas-cs-wind-to-build-new-eur-300-million-factory-in-portugal/,https://www.clbrief.com/south-koreas-cs-wind-to-build-new-eur-300-million-factory-in-portugal/,https://www.clbrief.com/south-koreas-cs-wind-to-build-new-eur-300-million-factory-in-portugal/,,https://www.clbrief.com/south-koreas-cs-wind-to-build-new-eur-300-million-factory-in-portugal/ (year only),https://www.cswind.com/en/media_room/news/?v=1456&board=common&category=news (year only),https://www.clbrief.com/south-koreas-cs-wind-to-build-new-eur-300-million-factory-in-portugal/,,Operational
Wind,New_SWEPG_DK1,Shanghai Electric Wind Power Group (SWEPG),China,Completed,Denmark,Copenhagen (Capital Region),2016,2017,Wind,Research & Development,300,0,0,0,,[UNVERIFIED] fDi Markets (FT),[UNVERIFIED] fDi Markets (FT),[UNVERIFIED] fDi Markets (FT),Investment value not publicly disclosed,https://secoautomotive.com/eng/,[UNVERIFIED] fDi Markets (FT),[UNVERIFIED] fDi Markets (FT),[UNVERIFIED] fDi Markets (FT),,Operational
Wind,New_GEV_DE1,GE Vernova (formerly GE Renewable Energy / GE Wind),United States,Completed,Germany,Salzbergen (Lower Saxony),2002,2002,Wind,Manufacturing,300,0,0,0,,https://www.ge.com/news/press-releases/ge-completes-enron-wind-acquisition-launches-ge-wind-energy,https://www.ge.com/news/press-releases/ge-completes-enron-wind-acquisition-launches-ge-wind-energy,https://www.ge.com/news/press-releases/ge-completes-enron-wind-acquisition-launches-ge-wind-energy,Investment value not publicly disclosed,https://governor.alabama.gov/newsroom/2022/10/governor-ivey-announces-hyundai-mobis-plans-ev-battery-module-plant-in-montgomery-creating-400-jobs/,https://www.ge.com/news/press-releases/ge-completes-enron-wind-acquisition-launches-ge-wind-energy (year only),https://www.ge.com/news/press-releases/ge-completes-enron-wind-acquisition-launches-ge-wind-energy (year only),https://www.ge.com/news/press-releases/ge-completes-enron-wind-acquisition-launches-ge-wind-energy,,Operational
Wind,FDI59502,Vestas Wind Systems,Denmark,Completed,United States,Brighton (Colorado),2008,2011,Wind,Manufacturing,290,0,0,0,,https://us.vestas.com/en-us/manufacturing,https://www.tradeandindustrydev.com/industry/manufacturing/vestas-wind-systems-windsor-brighton-pueblo-2363,https://www.tradeandindustrydev.com/industry/manufacturing/vestas-wind-systems-windsor-brighton-pueblo-2363,https://www.tradeandindustrydev.com/industry/manufacturing/vestas-wind-systems-windsor-brighton-pueblo-2363,,https://www.sustainablebusiness.com/2008/08/vestas-to-build-two-more-factories-in-colorado-43346/ (year only),https://www.tradeandindustrydev.com/industry/manufacturing/vestas-wind-systems-windsor-brighton-pueblo-2363 (year only),https://www.tradeandindustrydev.com/industry/manufacturing/vestas-wind-systems-windsor-brighton-pueblo-2363,,Operational
Wind,New_CSSCH_DK1,CSSC Haizhuang,China,Completed,Denmark,Copenhagen (Capital Region),2018,2019,Wind,Research & Development,,0,0,0,,https://www.corporate.energy/developers/CSSC_HAIZHUANG_WINDPOWER_CO_LTD,[UNVERIFIED] https://www.corporate.energy/developers/CSSC_HAIZHUANG_WINDPOWER_CO_LTD,[UNVERIFIED] https://www.corporate.energy/developers/CSSC_HAIZHUANG_WINDPOWER_CO_LTD,Investment value not publicly disclosed,https://www.corporate.energy/developers/CSSC_HAIZHUANG_WINDPOWER_CO_LTD,[UNVERIFIED] fDi Markets (FT),[UNVERIFIED] fDi Markets (FT),https://www.corporate.energy/developers/CSSC_HAIZHUANG_WINDPOWER_CO_LTD,,Operational
Wind,FDI86232,Gamesa,Spain,Completed,China,Tianjin,2010,2011,Wind,Manufacturing,273,1,0,0,,https://www.infolink-group.com/energy-article/Tianjin-becomes-major-wind-turbine-manufacturing-base-of-Siemens-Gamesa,https://www.infolink-group.com/energy-article/Tianjin-becomes-major-wind-turbine-manufacturing-base-of-Siemens-Gamesa,https://www.infolink-group.com/energy-article/Tianjin-becomes-major-wind-turbine-manufacturing-base-of-Siemens-Gamesa,Investment value not publicly disclosed,https://www.prnewswire.com/news-releases/ronbay-announces-its-global-development-strategy-to-implement-a-project-of-40-000-ton-per-annum-high-nickel-ternary-cathode-and-20-000-ton-per-annum-lithium-ferromanganese-phosphate-in-korea-301905033.html,https://www.infolink-group.com/energy-article/Tianjin-becomes-major-wind-turbine-manufacturing-base-of-Siemens-Gamesa (year only),https://www.infolink-group.com/energy-article/Tianjin-becomes-major-wind-turbine-manufacturing-base-of-Siemens-Gamesa (year only),https://www.infolink-group.com/energy-article/Tianjin-becomes-major-wind-turbine-manufacturing-base-of-Siemens-Gamesa,,Operational
Wind,FDI136709,Siemens,Germany,Completed,United Kingdom,Hull (East Riding of Yorkshire),2014,2016,Wind,Manufacturing,264,0,0,0,,https://www.gov.uk/government/news/siemens-to-build-major-offshore-wind-manufacturing-site-in-the-uk,https://humberfreeport.org/case-studies/case-study-siemens-gamesa/,https://humberfreeport.org/case-studies/case-study-siemens-gamesa/,[UNVERIFIED] https://humberfreeport.org/case-studies/case-study-siemens-gamesa/,https://www.prnewswire.com/news-releases/shanghai-electric-forms-major-partnerships-with-masdar-and-mawarid-for-renewable-energy-projects-302434338.html,https://www.gov.uk/government/news/siemens-to-build-major-offshore-wind-manufacturing-site-in-the-uk (year only),https://humberfreeport.org/case-studies/case-study-siemens-gamesa/ (year only),https://humberfreeport.org/case-studies/case-study-siemens-gamesa/,,Operational
Wind,FDI234893,Siemens Energy,Germany,Completed,United Kingdom,Hull (East Riding of Yorkshire),2021,2023,Wind,Manufacturing,257.69,1,0,0,,https://www.siemensgamesa.com/global/en/home/press-releases/210809-siemens-gamesa-double-blade-facility-offshore-hull-uk.html,https://www.siemensgamesa.com/global/en/home/press-releases/210809-siemens-gamesa-double-blade-facility-offshore-hull-uk.html,https://www.siemensgamesa.com/global/en/home/press-releases/210809-siemens-gamesa-double-blade-facility-offshore-hull-uk.html,https://www.siemensgamesa.com/global/en/home/press-releases/210809-siemens-gamesa-double-blade-facility-offshore-hull-uk.html,https://www.windpowermonthly.com/article/1491971/sgre-build-turbines-russia,https://www.siemensgamesa.com/global/en/home/press-releases/210809-siemens-gamesa-double-blade-facility-offshore-hull-uk.html (08/09/2021),https://www.siemensgamesa.com/global/en/home/press-releases/210809-siemens-gamesa-double-blade-facility-offshore-hull-uk.html (year only),https://www.siemensgamesa.com/global/en/home/press-releases/210809-siemens-gamesa-double-blade-facility-offshore-hull-uk.html,,Operational
Wind,HARW014,Dongfang Electric,China,Announced,Turkey,Turkey (site TBD),2025,N/A,Wind,Manufacturing,250,0,0,0,,https://www.dongfang.com.cn/,https://www.reuters.com/business/energy/turkey-mulls-250-mln-plan-by-chinas-dongfang-build-2gw-wind-turbine-facility-2025-09-30/,https://www.reuters.com/business/energy/turkey-mulls-250-mln-plan-by-chinas-dongfang-build-2gw-wind-turbine-facility-2025-09-30/,https://www.reuters.com/business/energy/turkey-mulls-250-mln-plan-by-chinas-dongfang-build-2gw-wind-turbine-facility-2025-09-30/,,https://www.reuters.com/business/energy/turkey-mulls-250-mln-plan-by-chinas-dongfang-build-2gw-wind-turbine-facility-2025-09-30/,,https://www.reuters.com/business/energy/turkey-mulls-250-mln-plan-by-chinas-dongfang-build-2gw-wind-turbine-facility-2025-09-30/,,Announced only
Wind,New_DE_TR1,Dongfang Electric Corporation,China,Announced,Turkey,Not yet confirmed (discussions in Ankara),2025,N/A,Wind,Manufacturing,250,0,0,0,,https://www.agbi.com/manufacturing/2025/10/chinas-dongfang-to-build-wind-turbine-factory-in-turkey/,https://www.agbi.com/manufacturing/2025/10/chinas-dongfang-to-build-wind-turbine-factory-in-turkey/,[UNVERIFIED] https://www.aa.com.tr/en/energy/finance/chinas-dongfang-plans-250m-wind-turbine-plant-in-turkiye/52002,https://www.aa.com.tr/en/energy/finance/chinas-dongfang-plans-250m-wind-turbine-plant-in-turkiye/52002,,https://www.aa.com.tr/en/energy/finance/chinas-dongfang-plans-250m-wind-turbine-plant-in-turkiye/52002 (year only),https://www.rechargenews.com/wind/gamesa-opens-wind-blade-plant-in-andhra-pradesh-india/1-1-1212673,https://www.agbi.com/manufacturing/2025/10/chinas-dongfang-to-build-wind-turbine-factory-in-turkey/,,Announced only
Wind,FDI115115,Harbin Electric,China,Completed,Turkey,Cerkezkoy (Tekirdağ),2012,2014,Wind,Manufacturing,250,0,1,1,Hattat Holding,https://www.invest.gov.tr/en/news/news-from-turkey/pages/270912-harbin-electric-investing-in-turkey.aspx,[UNVERIFIED] https://www.invest.gov.tr/en/news/news-from-turkey/pages/270912-harbin-electric-investing-in-turkey.aspx,https://www.invest.gov.tr/en/news/news-from-turkey/pages/270912-harbin-electric-investing-in-turkey.aspx,https://www.invest.gov.tr/en/news/news-from-turkey/pages/270912-harbin-electric-investing-in-turkey.aspx,https://www.invest.gov.tr/en/news/news-from-turkey/pages/270912-harbin-electric-investing-in-turkey.aspx,https://www.invest.gov.tr/en/news/news-from-turkey/pages/270912-harbin-electric-investing-in-turkey.aspx (09/27/2012),https://www.invest.gov.tr/en/news/news-from-turkey/pages/270912-harbin-electric-investing-in-turkey.aspx,https://www.invest.gov.tr/en/news/news-from-turkey/pages/270912-harbin-electric-investing-in-turkey.aspx,https://www.invest.gov.tr/en/news/news-from-turkey/pages/270912-harbin-electric-investing-in-turkey.aspx,Operational
Wind,HARW003,Aeolon,China,Completed,Morocco,Nador (Oriental),2023,2025,Wind,Manufacturing,240,0,0,0,,https://aeolon.com.cn/en/,https://mp.weixin.qq.com/s/IrG4_nIxJLr1WZ8WlkVVcQ,https://aeolon.com.cn/en/article-36635-111250.html,https://aeolon.com.cn/en/article-36635-111250.html,,https://aeolon.com.cn/en/article-36635-111250.html,https://mp.weixin.qq.com/s/IrG4_nIxJLr1WZ8WlkVVcQ,https://aeolon.com.cn/en/article-36635-111250.html,,Operational
Wind,FDI55412,Vestas Wind Systems,Denmark,Completed,United States,Pueblo (Colorado),2008,2010,Wind,Manufacturing,240,0,0,0,,https://us.vestas.com/en-us/manufacturing,https://www.sustainablebusiness.com/2010/10/vestas-opens-world39s-largest-wind-tower-factory-in-colorado-47940/,https://www.doi.gov/news/pressreleases/Salazar-Celebrates-Grand-Opening-of-Worlds-Largest-Wind-Tower-Factory,https://choosecolorado.com/success-stories/vestas/,,https://www.sustainablebusiness.com/2008/08/vestas-to-build-two-more-factories-in-colorado-43346/ (year only),https://www.doi.gov/news/pressreleases/Salazar-Celebrates-Grand-Opening-of-Worlds-Largest-Wind-Tower-Factory (year only),https://www.doi.gov/news/pressreleases/Salazar-Celebrates-Grand-Opening-of-Worlds-Largest-Wind-Tower-Factory,,Operational
Wind,New_TPIComposites_MX2,TPI Composites,United States,Operational,Mexico,Juarez (Chihuahua),2024,2025,Wind,Manufacturing,252.5,0,0,0,,https://tpicomposites.com/about/global-footprint-manufacturing-operations/,https://tpicomposites.com/about/global-footprint-manufacturing-operations/,https://w3.windfair.net/wind-energy/news/21020-mexico-tpi-launches-second-mexico-wind-blade-plant-and-expands-its-agreement-with-gamesa,Investment value not publicly disclosed,https://w3.windfair.net/wind-energy/news/21020-mexico-tpi-launches-second-mexico-wind-blade-plant-and-expands-its-agreement-with-gamesa,https://www.stellantis.com/en/news/press-releases/2024/september/stellantis-invests-more-than-406-million-dollars-in-three-michigan-facilities-to-execute-multi-energy-strategy,https://www.diehlofgrovecity.com/stellantis-invests-in-michigan-for-ev-production/,https://tpicomposites.com/about/global-footprint-manufacturing-operations/,,Operational
Wind,FDI149642,Siemens,Germany,Completed,Egypt,Ain Sokhna (Suez),2015,2017,Wind,Manufacturing,220,0,0,0,,https://www.windpowermonthly.com/article/1350015/siemens-secures-2gw-turbine-deal-egypt,https://www.dailynewsegypt.com/2016/05/09/siemens-energy-sector-achieved-sales-e17bn-2015/,https://www.windpowermonthly.com/article/1350015/siemens-secures-2gw-turbine-deal-egypt,Investment value not publicly disclosed,https://ceenergynews.com/transport/chinese-manufacturer-semcorp-sets-up-a-plant-in-hungary-to-serve-europes-future-automotive-industry/,https://www.windpowermonthly.com/article/1350015/siemens-secures-2gw-turbine-deal-egypt (year only),https://www.rechargenews.com/wind/gamesa-opens-wind-blade-plant-in-andhra-pradesh-india/1-1-1212673,https://www.windpowermonthly.com/article/1350015/siemens-secures-2gw-turbine-deal-egypt,,Operational
Wind,FDI174059,Lagerwey,Netherlands,Completed,Russia,Volgodonsk (Rostov Oblast),2019,2020,Wind,Manufacturing,214,0,1,1,NovaWind JSC (Rosatom subsidiary),https://www.windtech-international.com/company-news/lagerwey-and-novawind-launch-joint-venture-red-wind,[UNVERIFIED] https://www.windtech-international.com/company-news/lagerwey-and-novawind-launch-joint-venture-red-wind,[UNVERIFIED] https://www.windtech-international.com/company-news/lagerwey-and-novawind-launch-joint-venture-red-wind,[UNVERIFIED] https://rosatom-centraleurope.com/press-centre/news/novawind-jsc-will-invest-955-million-rubles-in-the-construction-of-a-wind-turbine-manufacturing-plan/,https://www.windtech-international.com/company-news/lagerwey-and-novawind-launch-joint-venture-red-wind,https://www.windtech-international.com/company-news/lagerwey-and-novawind-launch-joint-venture-red-wind (year only),https://www.nsenergybusiness.com/projects/adygea-wind-farm/?cf-view,https://www.windtech-international.com/company-news/lagerwey-and-novawind-launch-joint-venture-red-wind,https://www.windtech-international.com/company-news/lagerwey-and-novawind-launch-joint-venture-red-wind,Operational
Wind,FDI51483,Siemens,Germany,Completed,Denmark,Olgod (Southern Denmark),2007,2008,Wind,Manufacturing,205,0,0,0,,https://eepower.com/news/siemens-expands-capacity-for-wind-turbines-in-denmark/,https://eepower.com/news/siemens-expands-capacity-for-wind-turbines-in-denmark/,https://eepower.com/news/siemens-expands-capacity-for-wind-turbines-in-denmark/,Investment value not publicly disclosed,https://www.the-big-green-machine.com/siteid/85,[UNVERIFIED] fDi Markets (FT),https://eepower.com/news/siemens-expands-capacity-for-wind-turbines-in-denmark/ (year only),https://eepower.com/news/siemens-expands-capacity-for-wind-turbines-in-denmark/,,Operational
Wind,New_CSWind_VN2,CS Wind Corporation (Choong San Corporation),South Korea,Announced,Vietnam,Long An,2024,N/A,Wind,Manufacturing,200,0,1,1,Dong Tam Group,https://www.cswind.com/en/media_room/news/?v=1456&board=common&category=news,https://www.offshorewind.biz/2024/09/11/cs-wind-to-pour-usd-200-million-into-new-factory-in-vietnam/,https://www.offshorewind.biz/2024/09/11/cs-wind-to-pour-usd-200-million-into-new-factory-in-vietnam/,https://vir.com.vn/dong-tam-group-and-cs-wind-corporation-to-build-200-million-wind-power-equipment-factory-114261.html,https://dongtam.com.vn/en/dongtam-group-vietnam-signed-an-agreement-with-cs-wind-corporation-south-korea/,https://www.offshorewind.biz/2024/09/11/cs-wind-to-pour-usd-200-million-into-new-factory-in-vietnam/ (09/10/2024),https://www.evwind.es/2019/11/13/wind-energy-vestas-opens-factory-with-624-wind-turbines-already-ordered-in-ceara/71796 (year only),https://www.offshorewind.biz/2024/09/11/cs-wind-to-pour-usd-200-million-into-new-factory-in-vietnam/,https://dongtam.com.vn/en/dongtam-group-vietnam-signed-an-agreement-with-cs-wind-corporation-south-korea/,Announced only
Wind,FDI79057,Siemens,Germany,Completed,Brazil,Camaçari (Bahia),2019,2020,Wind,Manufacturing,200,0,0,0,,https://renewablesnow.com/news/to-the-point-siemens-gamesa-expands-turbine-factory-in-brazil-665670/,https://renewablesnow.com/news/to-the-point-siemens-gamesa-expands-turbine-factory-in-brazil-665670/,https://renewablesnow.com/news/to-the-point-siemens-gamesa-expands-turbine-factory-in-brazil-665670/,Investment value not publicly disclosed,https://www.stellantis.com/en,https://renewablesnow.com/news/to-the-point-siemens-gamesa-expands-turbine-factory-in-brazil-665670/ (year only),https://renewablesnow.com/news/to-the-point-siemens-gamesa-expands-turbine-factory-in-brazil-665670/ (year only),https://renewablesnow.com/news/to-the-point-siemens-gamesa-expands-turbine-factory-in-brazil-665670/,,Operational
Wind,FDI46377,Alstom,France,Completed,Mexico,Morelia (Michoacán),2010,2012,Wind,Manufacturing,200,0,0,0,,[UNVERIFIED] fDi Markets (FT),[UNVERIFIED] fDi Markets (FT),[UNVERIFIED] fDi Markets (FT),Investment value not publicly disclosed,https://www.belganewsagency.eu/umicore-targets-global-battery-leadership-with-south-korean-joint-venture,[UNVERIFIED] fDi Markets (FT),[UNVERIFIED] fDi Markets (FT),[UNVERIFIED] fDi Markets (FT),,Operational
Wind,FDI198865,Nordex,Germany,Completed,Argentina,Cordoba (Córdoba),2018,2019,Wind,Manufacturing,198,0,1,1,Fábrica Argentina de Aviones,https://renewablesnow.com/news/nordex-inaugurates-wind-turbine-factory-in-argentina-656991/,https://renewablesnow.com/news/nordex-inaugurates-wind-turbine-factory-in-argentina-656991/,https://renewablesnow.com/news/nordex-inaugurates-wind-turbine-factory-in-argentina-656991/,Investment value not publicly disclosed,https://evwind.aeeolica.org/2018/12/20/nordex-collaborates-with-fabrica-argentina-de-aviones-to-set-up-local-wind-energy-manufacturing-capacity-in-argentina/65579,https://evwind.aeeolica.org/2018/12/20/nordex-collaborates-with-fabrica-argentina-de-aviones-to-set-up-local-wind-energy-manufacturing-capacity-in-argentina/65579 (year only),https://renewablesnow.com/news/nordex-inaugurates-wind-turbine-factory-in-argentina-656991/ (year only),https://renewablesnow.com/news/nordex-inaugurates-wind-turbine-factory-in-argentina-656991/,https://evwind.aeeolica.org/2018/12/20/nordex-collaborates-with-fabrica-argentina-de-aviones-to-set-up-local-wind-energy-manufacturing-capacity-in-argentina/65579,Operational
Wind,FDI145213,Vestas Wind Systems,Denmark,Completed,United Kingdom,Newport (Isle of Wight),2014,2015,Wind,Manufacturing,184.8,0,0,0,,https://www.vestas.com/en/about/our-locations/production,https://www.vestas.com/en/media/company-news/2024/vestas-to-repurpose-isle-of-wight-factory--uk--to-manuf-c4080778,https://www.vestas.com/en/media/company-news/2024/vestas-to-repurpose-isle-of-wight-factory--uk--to-manuf-c4080778,Investment value not publicly disclosed,,https://find-and-update.company-information.service.gov.uk/company/09170456 (year only),https://www.offshorewind.biz/2022/03/25/vestas-to-produce-v174-wind-turbine-blades-on-isle-of-wight/ (year only),https://www.vestas.com/en/about/our-locations/production,,Operational
Wind,FDI97865,Siemens,Germany,Completed,Denmark,Brande (Central Jutland),2011,2013,Wind,"Design, Development & Testing",150,1,0,0,,https://eepower.com/news/siemens-expands-capacity-for-wind-turbines-in-denmark/,https://eepower.com/news/siemens-expands-capacity-for-wind-turbines-in-denmark/,https://eepower.com/news/siemens-expands-capacity-for-wind-turbines-in-denmark/,https://www.offshorewind.biz/2011/06/15/siemens-invests-eur-150-million-in-expansion-of-wind-business-denmark/,,[UNVERIFIED] fDi Markets (FT),[UNVERIFIED] fDi Markets (FT),[UNVERIFIED] https://eepower.com/news/siemens-expands-capacity-for-wind-turbines-in-denmark/,,Operational
